name,國,volume,所見名,註,occurrence,nameFreq
公叔戌,衛,定公十三年傳，定公十四年經，定公十四年傳,戌，公叔戌,公叔文子之子,4,2
公子亹,鄭,桓公十七年傳，桓公十八年傳,公子亹，子亹,鄭昭公弟,2,2
公子何,邾,哀公二十四年傳,公子何，何,大子革之弟,2,2
公子倉,越,昭公二十四年傳,公子倉，倉,,2,2
公子偃,鄭,成公三年傳，成公五年傳，成公六年傳,公子偃，子游,鄭穆公子,3,2
公子呂,鄭,隱公元年傳,公子呂，子封,鄭大夫,2,2
公子圍龜,宋,成公五年傳,公子圍龜，子靈,宋文公子,2,2
公子地,宋,昭公二十年傳，定公十年經，定公十年傳，定公十一年經,公子地，地,宋元公弟；宋景公弟，辰之兄,4,2
公子宋,鄭,宣公四年傳，宣公七年傳,公子宋，子公,,3,2
公子完,陳,莊公二十二年傳,公子完，敬仲,,2,2
公子意恢,莒,昭公十四年經，昭公十四年傳,公子意恢，意恢,莒羣公子,2,2
公子慭,魯,昭公十二年經，昭公十二年傳，昭公十三年傳,公子慭，子仲,魯大夫,3,2
公子掩餘,吳,昭公二十七年傳，昭公三十年傳,公子掩餘，掩餘,王僚母弟,2,2
公子欣時,曹,成公十三年傳,公子欣時，子臧,曹宣公庶子,2,2
公子燭庸,吳,昭公二十七年傳，昭公三十年傳,公子燭庸，燭庸,王僚母弟,2,2
公子燮,蔡,襄公八年經，襄公八年傳，襄公二十年經,公子燮，司馬燮,蔡莊公子，蔡司馬,3,2
公子牙,齊,襄公十九年傳，襄公二十一年傳,牙，公子牙,,3,2
公子班,鄭,成公十年傳，成公十三年傳,公子班，子如,本亦作般,4,2
公子留,陳,昭公八年經，昭公八年傳,公子留，留,,2,2
公子益師,魯,隱公元年經，隱公元年傳,公子益師，衆父,,2,2
公子穀臣,楚,宣公十二年傳，成公二年傳，成公三年傳,公子穀臣，王子,楚王子,3,2
公子糾,齊,莊公八年傳，莊公九年經,公子糾，子糾,,2,2
公子結,楚,定公四年傳，定公十四年經，哀公六年傳，哀公十年經,子期，公子結,楚昭王兄,4,2
公子荊,魯,哀公二十四年傳,公子荊，荊,魯哀公庶子,2,2
公子蕩,宋,文公七年傳，文公十六年傳,公子蕩，司城蕩,司城，宋桓公子,2,2
公子買,魯,僖公二十八年經，僖公二十八年傳,公子買，子叢,魯大夫子叢,2,2
公子辰,楚,成公九年傳，成公十年傳,公子辰，大宰子商,,2,2
公子陽生,齊,哀公五年傳，哀公六年經，哀公六年傳,公子陽生，陽生,,3,2
公子雍,齊,僖公十七年傳，僖公二十六年傳,公子雍，雍,,2,2
公子青,齊,昭公二十年傳,子石，青,,2,2
公子魚,魯,閔公二年傳,公子魚，奚斯,奚斯,2,2
公子魚臣,鄭,宣公十二年傳,公子魚臣，僕叔,,2,2
公子黑肱,楚,襄公二十七年傳，昭公元年傳，昭公十三年傳,公子黑肱，子皙,,4,2
公孫免餘,衛,襄公二十七年傳,公孫免餘，免餘,衛大夫,2,2
公孫固,宋,僖公二十二年傳，僖公二十七年傳，僖公二十九年傳，文公七年傳,大司馬固，公孫固,宋莊公孫公孫固,4,2
公孫彊,曹,哀公七年傳，哀公八年傳,公孫彊，彊,,3,2
公孫揮,鄭,襄公二十四年傳，襄公二十六年傳,公孫揮，子羽,鄭行人,3,2
公孫敢,衛,哀公十五年傳,公孫敢，公孫,,2,2
公孫有山,魯,哀公十三年傳，哀公二十四年傳，哀公二十七年傳,公孫有山，公孫有陘氏,魯大夫,4,2
公孫朝,楚,哀公十七年傳,武城尹，公孫朝,子西子,2,2
公孫枝,秦,僖公九年傳，僖公十三年傳，僖公十五年傳，文公三年傳,公孫枝，子桑,秦大夫子桑,5,2
公孫歸生,蔡,襄公二十七年經，昭公元年經，昭公元年傳,公孫歸生，子家,,3,2
公孫申,鄭,成公四年傳，成公九年傳，成公十年傳，成公十四年傳,公孫申，叔申,,4,2
公孫翩,蔡,哀公四年傳,公孫翩，翩,蔡大夫,2,2
公孫臣,衛,襄公二十七年傳,公孫臣，臣,衛大夫,2,2
公孫鍾離,宋,文公八年經，文公八年傳,大夫，公孫鍾離,,2,2
公孫閼,鄭,隱公十一年傳,公孫閼，子都,鄭大夫,2,2
公孫霍,蔡,哀公四年經，哀公四年傳,公孫霍，公孫盱,,2,2
公孫黑,鄭,襄公二十九年傳，昭公元年傳,公孫黑，子皙,,3,2
公山不狃,魯,定公五年傳，定公八年傳，定公十二年傳，哀公八年傳,公山不狃，子洩,季氏臣費宰子洩；費宰,6,2
公彌,魯,襄公二十三年傳,公彌，彌,公鉏,2,2
公思展,魯,昭公二十五年傳,公思展，展,季氏之族,2,2
公斂處父,魯,定公七年傳，定公八年傳，定公十二年傳,公斂處父，處父,孟氏家臣成宰公斂陽；成宰,5,2
公斂陽,魯,定公八年傳,公斂陽，陽,,2,2
公父文伯,魯,定公五年傳，哀公三年傳,公父文伯，公父歜,季桓子從父昆弟,3,2
公甲叔子,魯,哀公八年傳,公甲叔子，叔子,,2,2
公若藐,魯,定公十年傳,公若藐，公若,叔孫氏之族,2,2
公衡,魯,成公二年傳,公衡，衡父,魯成公子,2,2
共姬,周,莊公十一年經，莊公十一年傳,王姬，共姬,齊桓公夫人,2,2
共姬,魯,成公八年傳，成公九年經,共姬，伯姬,穆姜之女，成公姊妹，宋共公夫人,2,2
共工,古人,昭公十七年傳，昭公二十九年傳,共工，共工氏,,2,2
冉有,魯,哀公二十三年傳,冉有，求,,2,2
冉猛,魯,定公八年傳,冉猛，猛,,2,2
出姜,齊,文公四年經，文公四年傳,婦姜，出姜,,2,2
劉康公,周,成公十一年傳，成公十三年傳,劉子，劉康公,,3,2
劉桓公,周,定公七年傳，定公八年傳,劉桓公，劉子,劉文公子,3,2
北宮結,衛,定公七年經，定公七年傳，定公十四年經,北宮結，結,衛行人,3,2
南孺子,魯,哀公三年傳,南孺子，南氏,季桓子之妻,2,2
南蒯之鄉人,魯,昭公十二年傳,南蒯之鄉人，鄉人,,2,2
南遺,魯,襄公七年傳，昭公四年傳，昭公五年傳,南遺，遺,費宰；季氏家臣,4,2
原伯絞,周,昭公十二年傳,原伯絞，絞,周大夫原公,2,2
原莊公,周,莊公十八年傳，莊公二十一年傳,原莊公，原伯,,2,2
原軫,晉,僖公二十七年傳，僖公二十八年傳，僖公三十三年傳,先軫，原軫,晉下軍之佐原軫,5,2
叔侯,楚,僖公二十六年傳，僖公二十八年傳,申公叔侯，申叔,,2,2
叔孫戴伯,魯,僖公四年經，僖公四年傳，僖公五年經，僖公十六年經,公孫茲，叔孫戴伯,叔牙子,4,2
叔孫舒,魯,哀公二十六年傳，哀公二十七年傳,叔孫舒，文子,武叔叔孫州仇之子文子；叔孫文子,2,2
叔孫輒,魯,定公八年傳，定公十二年傳，哀公八年傳,叔孫輒，子張,叔孫氏之庶子,4,2
叔服,周,文公元年經，文公十四年傳，成公元年傳,叔服，內史叔服,周內史,3,2
叔梁紇,魯,襄公十年傳，襄公十七年傳,郰人紇，郰叔紇,孔子父,2,2
叔武,衛,僖公二十八年傳，定公四年傳,叔武，武,,2,2
叔輒,魯,昭公二十一年經，昭公二十一年傳,叔輒，子叔,叔弓之子伯張,2,2
召伯,周,文公五年經，文公五年傳,召伯，召昭公,天子卿,2,2
召桓公,周,宣公六年傳，成公八年經，成公八年傳,召桓公，召伯,王卿士,3,2
史苟,衛,昭公七年傳,史苟，苟,史朝子,2,2
史黯,晉,哀公二十年傳,史黯，黯,,2,2
右宰穀,衛,襄公十四年傳，襄公二十六年傳，襄公二十七年傳,右宰穀，穀,衛大夫,4,2
向姜,莒,隱公二年傳,向姜，姜氏,,2,2
向巢,宋,定公九年傳，哀公六年經，哀公十二年經，哀公十四年經，哀公十四年傳,向巢，左師巢,向戌曾孫,5,2
吳句卑,楚,定公四年傳,吳句卑，句卑,,2,2
吳由于,楚,哀公十八年傳,寢尹，吳由于,,2,2
周公閱,周,僖公三十年傳，文公十四年傳,周公閱，周公,,3,2
周公黑肩,周,隱公六年傳，桓公十八年傳，閔公二年傳,周桓公，周公,,3,2
周定王,周,宣公三年傳，宣公六年傳，宣公十六年傳，成公二年傳，成公五年傳,定王，王,,6,2
周康王,周,昭公四年傳，昭公九年傳，昭公十二年傳，定公四年傳,康，康王,,4,2
周惠王,晉,昭公二十六年傳,惠王，惠,周平王六世孫,2,2
周成王,周,僖公二十六年傳，僖公三十一年傳，宣公三年傳，昭公元年傳，昭公四年傳，昭公九年傳，昭公三十二年傳，定公四年傳,成王，成,,10,2
周武王,晉,昭公二十六年傳,武王，武,,2,2
周穆王,周,昭公四年傳，昭公十二年傳,穆，穆王,,2,2
周靈王,晉,昭公二十六年傳,靈王，王,周定王孫,2,2
唐叔,晉,僖公十五年傳，僖公二十三年傳，僖公二十八年傳，昭公十五年傳，昭公二十九年傳，定公四年傳,唐叔，叔父唐叔,晉始封之君；周成王之母弟,7,2
唐惠侯,唐,宣公十二年傳,唐惠侯，唐侯,,2,2
唐成公,唐,定公三年傳,唐成公，唐侯,唐惠侯之後,2,2
啓,宋,昭公二十年傳，哀公二十六年傳,啓，公,華定之子；公孫周之子,3,2
單武公,周,定公七年傳，定公八年傳,單武公，單子,單穆公子,3,2
單獻公,周,昭公七年傳,單獻公，獻公,周卿士，單靖公之子，頃公之孫,2,2
單穆公,晉,昭公二十六年傳,單旗，單,,2,2
國姜,齊,昭公四年傳,國姜，北婦人,叔孫豹妻,2,2
國弱,齊,成公十八年傳，昭公元年經，昭公元年傳，昭公十年傳，昭公十一年經,國弱，國子,國勝弟,5,2
國景子,齊,襄公二十六年傳,國景子，國子,國弱,2,2
國書,齊,哀公十一年經，哀公十一年傳,國書，國子,,2,2
國歸父,齊,僖公二十八年傳，僖公二十九年傳，僖公三十三年經，僖公三十三年傳,國歸父，國莊子,,4,2
國觀,齊,哀公十七年傳,國觀，國子,國書之子,2,2
堯,古人,文公十八年傳，昭公元年傳，昭公七年傳,堯，后帝,,3,2
士縠,晉,文公二年經，文公二年傳，文公八年傳，文公九年經,士縠，司空士縠,,4,2
士魴,晉,成公十八年經，成公十八年傳，襄公三年傳，襄公五年傳，襄公九年傳，襄公十年傳，襄公十一年傳，襄公十二年經，襄公十三年傳,士魴，彘季,士會子,9,2
士鮒,晉,定公十四年傳,析成鮒，士鮒,晉大夫,2,2
壽,衛,桓公十六年傳,壽，壽子,衛宣公子,2,2
夏姬,鄭,宣公九年傳，成公二年傳，成公七年傳，襄公二十六年傳,夏姬，姬,鄭穆公女，陳大夫御叔妻,5,2
夏陽說,晉,成公六年傳,夏陽說，說,晉大夫,2,2
夏齧,陳,昭公二十三年經，昭公二十三年傳,夏齧，齧,夏徵舒玄孫；陳大夫,2,2
夔,古人,昭公二十八年傳,后夔，夔,舜典樂之君長，樂正,2,2
夙沙衛,齊,襄公十七年傳，襄公十八年傳，襄公十九年傳,夙沙衛，衛,,4,2
大叔儀,衛,襄公十四年傳，襄公二十七年傳,大叔儀，文子,衛大夫,3,2
大叔文子,衛,襄公二十五年傳，襄公二十六年傳，襄公二十九年傳,大叔文子，文子,大叔儀,4,2
大姬,周,襄公二十五年傳,元女大姬，大姬,周武王之長女，配胡公,2,2
大子友,吳,哀公十三年傳,大子友，大子,,2,2
大子夷,鄭,文公十七年傳,夷，大子夷,鄭穆公大子,2,2
大子朱儒,郕,文公十一年傳，文公十二年傳,大子朱儒，大子,郕大子,2,2
大子臧,衛,宣公十八年經，宣公十八年傳,世子臧，大子臧,,2,2
夫人,衛,閔公二年傳，哀公二十五年傳,夫人，夏戊之女,衛懿公夫人,2,2
夷陽五,晉,成公十七年傳,夷陽五，夷羊五,,2,2
姬氏,魯,襄公二十一年傳,公姑姊，姬氏,蓋襄公姑姊寡者二人,2,2
子上,楚,僖公二十八年傳，僖公三十三年傳，文公元年傳,子上，令尹子上,鬥勃,3,2
子元,鄭,隱公五年傳，桓公五年傳，昭公十一年傳,子元，鄭子元,鄭公子,3,2
子南,楚,襄公十五年傳，襄公二十一年傳，襄公二十二年經，襄公二十二年傳,公子追舒，子南,箴尹，莊王子子南；公子追舒，代子庚爲令尹,4,2
子占,齊,昭公十九年傳,孫書，子占,陳無宇之子子占,2,2
子叔姬,莒,文公十四年傳，文公十五年經,昭姬，子叔姬,,2,2
子囊,楚,成公十五年傳，襄公五年經，襄公五年傳，襄公七年經，襄公七年傳，襄公八年經，襄公八年傳，襄公九年傳，襄公十年經，襄公十年傳，襄公十一年傳，襄公十二年經，襄公十二年傳，襄公十三年傳，襄公十四年經，襄公十四年傳,子囊，公子貞,楚莊王子公子貞；令尹,16,2
子國,周,莊公十六年傳，莊公十九年傳,國，子國,周大夫,3,2
子國,鄭,成公五年傳，襄公二年傳，襄公五年傳，襄公六年傳，襄公八年傳，襄公九年傳，襄公十年經，襄公十年傳,子國，公子發,鄭穆公子,8,2
子孔,楚,文公十二年傳，文公十四年傳,成嘉，子孔,若敖曾孫,3,2
子家,楚,文公五年傳，文公十年傳,仲歸，子家,仲歸,3,2
子家,齊,宣公十年傳，襄公十八年傳,子家，析文子,齊大夫,3,2
子寬,鄭,昭公四年傳，昭公十八年傳,子寬，渾罕,鄭大夫,3,2
子山,宋,成公十五年經，成公十五年傳,山，子山,宋大夫,2,2
子旗,齊,昭公二年傳，昭公三年傳，昭公八年傳，昭公十年經，昭公十年傳,子旗，欒施,子雅之子；欒施,5,2
子服懿伯,魯,昭公三年傳，昭公五年傳,懿伯，子家羈,椒之叔父；魯莊公玄孫,2,2
子服昭伯,魯,昭公十六年傳，昭公二十三年傳,子服昭伯，子服回,子服惠伯之子子服回,4,2
子朱,晉,襄公二十六年傳,子朱，朱,行人,2,2
子朱,楚,文公三年傳，文公十年傳,息公子朱，子朱,楚大夫,2,2
子淵捷,齊,昭公二十六年傳,子淵捷，子車,,2,2
子游,鄭,昭公十六年傳，昭公十九年傳,子游，駟偃,駟帶之子駟偃,3,2
子然,鄭,成公十年傳，襄公元年傳，襄公十九年傳，定公八年傳，定公九年傳,子然，駟歂,鄭穆公子；子革父；駟乞子子然,6,2
子瑕,楚,昭公十七年傳，昭公十九年傳，昭公二十三年傳,陽匄，子瑕,楚穆王曾孫令尹子瑕；令尹,3,2
子瑕,鄭,宣公三年傳，昭公十九年傳,子瑕，駟乞,蘇女所生；子游叔父駟乞,3,2
子罕,宋,襄公六年傳，襄公九年傳，襄公十七年傳，襄公二十七年傳，襄公二十九年傳,子罕，樂喜,司城,6,2
子罕,鄭,成公十年傳，成公十四年經，成公十四年傳，成公十五年傳，成公十六年經，成公十六年傳，襄公二年傳，襄公七年傳，襄公十五年傳,子罕，公子喜,鄭穆公子；司城,9,2
子羔,衛,哀公十五年傳,子羔，柴,衛大夫高柴，孔子弟子；高柴,2,2
子耳,鄭,襄公八年傳，襄公九年傳，襄公十年經，昭公七年傳,子耳，公孫輒,公孫輒,4,2
子良,鄭,宣公四年傳，宣公九年傳，宣公十一年傳，宣公十二年傳，宣公十四年傳，成公三年傳，成公七年傳，襄公十九年傳，昭公七年傳,子良，去疾,鄭穆公庶子；鄭伯弟；公子去疾,10,2
子蕩,楚,成公七年傳，襄公二十七年傳，襄公三十年傳，昭公五年傳，昭公六年傳,子蕩，薳罷,巫臣之族,6,2
子蟜,鄭,襄公八年傳，襄公九年傳，襄公十年傳，襄公十四年經，襄公十四年傳，襄公十五年傳，襄公十六年傳，襄公十八年傳，襄公十九年傳，襄公二十二年傳，襄公三十年傳,子蟜，公孫蠆,子游子,12,2
子贛,魯,哀公十五年傳，哀公十六年傳，哀公二十六年傳，哀公二十七年傳,子贛，賜,,5,2
